Indicator Code,Indicator,Definition,Units,Category,Subcategory,Dimension,Dataset,Source,Link,Priority,Note,# Years,# Countries
wdi-TM.TAX.MANF.SM.AR.ZS,"Tariff rate, applied, simple mean",Simple mean applied tariff is the unweighted average of effectively applied rates for all products subject to tariffs calculated for all traded goods. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,%,Private Sector & Trade,Tariffs,manufactured products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MANF.SM.AR.ZS,1.0,,32.0,38.0
wdi-TM.TAX.MANF.SM.FN.ZS,"Tariff rate, most favored nation, simple mean",Simple mean most favored nation tariff rate is the unweighted average of most favored nation rates for all products subject to tariffs calculated for all traded goods. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,%,Private Sector & Trade,Tariffs,manufactured products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MANF.SM.FN.ZS,1.0,,32.0,38.0
wdi-TM.TAX.MANF.SR.ZS,Share of tariff lines with specific rates,Share of tariff lines with specific rates is the share of lines in the tariff schedule that are set on a per unit basis or that combine ad valorem and per unit rates. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,%,Private Sector & Trade,Tariffs,manufactured products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MANF.SR.ZS,1.0,,32.0,38.0
wdi-TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean",Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,%,Private Sector & Trade,Tariffs,manufactured products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MANF.WM.AR.ZS,1.0,,32.0,38.0
wdi-TM.TAX.MANF.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean",Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,%,Private Sector & Trade,Tariffs,manufactured products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MANF.WM.FN.ZS,1.0,,32.0,38.0
wdi-TM.TAX.MRCH.BC.ZS,Binding coverage,Binding coverage is the percentage of product lines with an agreed bound rate.,%,Private Sector & Trade,Tariffs,all products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from World Trade Organization.",https://data.worldbank.org/indicator/wdi-TM.TAX.MRCH.BC.ZS,1.0,,25.0,28.0
wdi-TM.TAX.MRCH.BR.ZS,"Bound rate, simple mean",Simple mean bound rate is the unweighted average of all the lines in the tariff schedule in which bound rates have been set.,%,Private Sector & Trade,Tariffs,all products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from World Trade Organization.",https://data.worldbank.org/indicator/wdi-TM.TAX.MRCH.BR.ZS,1.0,,25.0,28.0
wdi-TM.TAX.MRCH.IP.ZS,Share of tariff lines with international peaks,Share of tariff lines with international peaks is the share of lines in the tariff schedule with tariff rates that exceed 15 percent.,%,Private Sector & Trade,Tariffs,all products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MRCH.IP.ZS,1.0,,32.0,38.0
wdi-TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean",Simple mean applied tariff is the unweighted average of effectively applied rates for all products subject to tariffs calculated for all traded goods.,%,Private Sector & Trade,Tariffs,all products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MRCH.SM.AR.ZS,1.0,,32.0,38.0
wdi-TM.TAX.MRCH.SM.FN.ZS,"Tariff rate, most favored nation, simple mean",Simple mean most favored nation tariff rate is the unweighted average of most favored nation rates for all products subject to tariffs calculated for all traded goods.,%,Private Sector & Trade,Tariffs,all products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MRCH.SM.FN.ZS,1.0,,32.0,38.0
wdi-TM.TAX.MRCH.SR.ZS,Share of tariff lines with specific rates,Share of tariff lines with specific rates is the share of lines in the tariff schedule that are set on a per unit basis or that combine ad valorem and per unit rates.,%,Private Sector & Trade,Tariffs,all products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MRCH.SR.ZS,1.0,,32.0,38.0
wdi-TM.TAX.MRCH.WM.AR.ZS,"Tariff rate, applied, weighted mean",Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,%,Private Sector & Trade,Tariffs,all products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MRCH.WM.AR.ZS,1.0,,32.0,38.0
wdi-TM.TAX.MRCH.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean",Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country.,%,Private Sector & Trade,Tariffs,all products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MRCH.WM.FN.ZS,1.0,,32.0,38.0
